employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
49950,R&D,region_23,Master's & above,m,other,1,38,3,8,0,84,0
14368,Operations,region_15,Bachelor's,f,sourcing,1,30,5,5,0,60,0
74566,Analytics,region_15,Master's & above,m,sourcing,1,35,3,10,0,81,0
47774,Technology,region_22,Master's & above,m,other,1,52,3,3,0,78,0
39358,Procurement,region_27,Bachelor's,m,other,1,33,5,3,0,74,1
65184,Analytics,region_22,Bachelor's,m,other,2,33,5,2,0,84,0
43024,Operations,region_22,Bachelor's,m,other,1,42,3,3,0,61,0
28961,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,36,3,7,0,52,0
25263,Sales & Marketing,region_11,Bachelor's,m,other,1,26,3,4,0,53,0
9956,R&D,region_11,Bachelor's,m,sourcing,1,34,3,3,0,87,0
45526,Operations,region_2,Bachelor's,f,sourcing,2,33,5,5,0,73,1
20893,Procurement,region_2,Bachelor's,f,other,1,34,5,4,0,70,0
37303,Sales & Marketing,region_23,Bachelor's,m,other,1,43,4,10,0,61,1
74686,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,46,2,16,0,54,0
2301,Operations,region_2,Master's & above,m,other,1,38,1,8,0,58,0
17231,Sales & Marketing,region_15,Bachelor's,m,other,1,29,3,4,0,44,0
39728,Operations,region_7,Bachelor's,m,sourcing,1,31,1,4,0,59,0
67701,Analytics,region_22,Master's & above,m,other,1,34,1,8,0,84,0
8102,Technology,region_7,Master's & above,f,referred,1,33,5,9,0,84,0
5177,Sales & Marketing,region_22,Bachelor's,m,other,3,28,2,4,0,49,0
14184,Analytics,region_31,Bachelor's,m,other,1,29,1,3,0,85,0
62082,Operations,region_2,Master's & above,f,other,1,45,1,16,0,57,0
11009,Sales & Marketing,region_23,Master's & above,m,other,1,37,5,10,0,42,0
29778,Analytics,region_31,Bachelor's,m,sourcing,2,26,3,2,0,83,0
66366,HR,region_22,Bachelor's,m,sourcing,1,27,3,2,0,50,0
3261,Operations,region_16,Bachelor's,m,sourcing,1,31,5,3,0,64,0
30899,Operations,region_2,Bachelor's,f,other,1,56,5,17,0,88,1
44321,Operations,region_22,Master's & above,m,other,1,39,5,5,0,55,0
4694,R&D,region_2,Bachelor's,m,sourcing,3,32,4,5,0,79,0
18205,Analytics,region_7,Bachelor's,m,sourcing,1,39,4,5,0,84,0
20907,Sales & Marketing,region_23,Master's & above,m,other,1,39,5,4,0,50,0
8853,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,31,5,4,0,46,0
17272,Analytics,region_22,Bachelor's,m,referred,1,30,3,1,0,86,0
45430,Procurement,region_7,Master's & above,m,sourcing,1,47,2,14,0,71,0
48496,Legal,region_27,Bachelor's,m,other,1,27,3,3,0,60,0
70619,Operations,region_2,Bachelor's,f,referred,1,35,5,9,0,65,0
35020,Operations,region_15,Master's & above,f,sourcing,1,42,5,5,0,64,0
37324,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36,5,10,0,48,0
49602,Operations,region_3,Bachelor's,m,other,1,27,4,5,0,64,0
2738,Sales & Marketing,region_2,Master's & above,f,other,1,42,2,6,0,52,0
55718,Legal,region_22,Bachelor's,m,other,1,35,3,6,0,61,0
669,Sales & Marketing,region_13,Bachelor's,f,other,1,31,5,4,0,46,0
24550,Operations,region_32,Bachelor's,f,sourcing,1,33,4,6,0,64,0
51501,Procurement,region_7,Bachelor's,f,other,1,32,2,4,0,72,0
3346,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,34,3,7,0,54,1
26182,Technology,region_2,Master's & above,f,sourcing,1,59,1,17,0,79,0
3061,Sales & Marketing,region_26,Bachelor's,m,other,1,33,4,6,0,48,0
58883,Sales & Marketing,region_4,Master's & above,f,sourcing,1,34,2,5,0,53,0
66521,Procurement,region_29,Bachelor's,m,sourcing,1,32,1,6,0,69,0
20247,Analytics,region_2,Bachelor's,m,sourcing,1,36,5,3,0,86,0
1277,HR,region_22,Bachelor's,m,other,1,28,3,2,0,53,0
68292,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,25,3,3,0,50,0
52069,Sales & Marketing,region_28,Master's & above,m,other,1,38,1,8,0,45,0
69123,Sales & Marketing,region_15,Bachelor's,m,referred,1,30,3,7,0,49,0
70096,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,43,3,13,0,51,0
55582,Sales & Marketing,region_2,Bachelor's,m,other,1,26,1,2,0,46,0
41810,Procurement,region_5,Bachelor's,f,sourcing,1,36,5,3,0,70,0
11819,Sales & Marketing,region_27,Bachelor's,m,other,1,29,1,1,1,47,0
3597,Legal,region_23,Master's & above,m,sourcing,1,43,3,8,0,61,0
16880,Sales & Marketing,region_14,Master's & above,m,sourcing,1,35,3,6,0,49,0
22924,Procurement,region_15,Master's & above,m,other,1,41,5,11,0,66,0
60064,Technology,region_6,Bachelor's,m,other,2,28,3,4,0,74,0
76333,Technology,region_1,Bachelor's,f,other,1,25,3,2,0,80,0
55310,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,29,2,2,0,50,0
45564,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,26,4,2,0,52,0
28349,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,4,2,0,52,0
44702,Procurement,region_15,Master's & above,f,sourcing,1,40,3,12,0,70,0
25186,Operations,region_13,Bachelor's,m,other,1,30,4,5,0,52,0
13782,Analytics,region_25,Master's & above,m,other,1,35,3,9,0,84,0
27415,Operations,region_30,Bachelor's,m,other,1,36,5,2,1,60,0
16787,Procurement,region_16,Bachelor's,f,other,1,27,2,6,0,64,0
49511,Procurement,region_2,Master's & above,m,sourcing,1,33,5,4,0,68,0
46962,Finance,region_19,Bachelor's,m,sourcing,1,34,3,7,0,55,0
63019,Analytics,region_22,Bachelor's,m,other,1,28,4,4,1,90,0
35159,Procurement,region_2,Master's & above,m,sourcing,1,39,5,14,0,93,1
73326,Procurement,region_4,Master's & above,f,other,1,38,4,2,0,69,0
20372,Procurement,region_6,Bachelor's,m,other,1,26,1,4,0,70,0
66908,Technology,region_26,Bachelor's,m,sourcing,1,46,3,13,0,74,0
54624,Procurement,region_26,Master's & above,m,other,1,37,5,7,0,70,0
44262,Operations,region_30,Bachelor's,m,sourcing,1,31,3,8,0,58,0
24296,Technology,region_26,Bachelor's,f,sourcing,1,34,3,9,0,80,0
27291,Procurement,region_15,Bachelor's,f,other,1,32,2,6,0,67,0
62796,HR,region_7,Bachelor's,m,sourcing,1,28,5,5,0,45,0
27611,Operations,region_4,Master's & above,m,sourcing,1,39,4,8,0,58,0
7287,HR,region_24,Bachelor's,m,other,1,30,3,3,0,43,0
37726,Technology,region_2,Bachelor's,m,sourcing,1,36,2,2,0,80,0
6600,Technology,region_23,Bachelor's,f,other,2,31,4,2,0,78,0
62103,Operations,region_2,Bachelor's,f,other,1,43,5,14,0,61,1
25385,Sales & Marketing,region_3,Master's & above,m,other,1,40,3,11,0,51,0
40890,Analytics,region_9,Bachelor's,m,other,2,29,3,5,0,89,0
78120,Operations,region_22,Bachelor's,f,sourcing,1,34,4,9,0,58,0
20557,Operations,region_4,Bachelor's,f,other,2,36,3,7,0,54,0
5884,Operations,region_31,Bachelor's,m,other,1,35,4,10,0,74,1
57832,Operations,region_22,Bachelor's,f,sourcing,3,33,5,7,0,65,1
34856,Technology,region_2,Master's & above,m,other,2,35,3,3,0,77,1
28600,Operations,region_22,Master's & above,m,sourcing,1,39,4,7,0,59,0
41405,Operations,region_14,Bachelor's,m,other,1,35,3,4,0,59,0
6095,HR,region_2,Master's & above,f,other,1,56,3,16,0,48,0
26670,Sales & Marketing,region_28,Master's & above,m,sourcing,1,29,5,4,0,47,0
29824,Operations,region_15,Bachelor's,m,sourcing,1,36,1,7,0,55,0
12106,Operations,region_5,Master's & above,m,other,1,39,5,4,0,57,0
76650,Sales & Marketing,region_13,Master's & above,m,other,1,30,4,7,0,45,0
43826,Operations,region_4,Master's & above,m,sourcing,1,44,5,13,0,57,0
67638,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,2,9,0,49,0
16035,Sales & Marketing,region_20,Master's & above,m,sourcing,1,47,5,3,0,52,0
52726,Analytics,region_15,Master's & above,m,other,1,34,2,8,0,86,0
30337,Operations,region_31,Bachelor's,m,sourcing,1,31,4,2,0,60,0
58800,Operations,region_32,Bachelor's,f,sourcing,2,34,5,7,0,57,0
50609,Sales & Marketing,region_2,Bachelor's,m,other,2,45,2,10,0,47,0
4921,Operations,region_11,Bachelor's,m,sourcing,1,30,3,4,0,59,0
45043,Operations,region_31,Bachelor's,m,other,1,29,4,1,0,61,0
14710,Operations,region_13,Bachelor's,f,other,1,33,4,5,0,56,0
9650,Technology,region_7,Master's & above,m,other,1,48,2,16,0,83,0
49212,Finance,region_2,Bachelor's,m,other,1,27,4,3,0,63,0
43099,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,35,5,9,0,50,0
74230,HR,region_2,Master's & above,m,other,1,58,3,13,0,47,0
68265,R&D,region_15,Master's & above,m,sourcing,2,29,3,5,0,83,0
11607,Operations,region_15,Bachelor's,m,referred,1,38,5,10,0,62,0
49773,Analytics,region_28,Bachelor's,m,other,1,40,3,3,0,94,0
30895,Sales & Marketing,region_7,Bachelor's,m,other,2,35,3,3,0,51,0
41581,Operations,region_13,Bachelor's,m,other,1,41,5,5,0,56,0
25372,Procurement,region_27,Master's & above,m,other,1,35,5,8,0,69,0
54793,Sales & Marketing,region_5,Bachelor's,m,other,1,36,1,12,0,49,0
50162,Technology,region_22,Master's & above,m,sourcing,4,33,5,6,0,77,0
26213,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,30,2,4,0,50,0
11770,Sales & Marketing,region_27,Master's & above,m,sourcing,1,42,3,10,0,46,0
4717,Analytics,region_29,Bachelor's,m,sourcing,1,42,1,2,0,83,0
62657,Sales & Marketing,region_23,Master's & above,m,other,1,49,5,16,0,47,0
59,R&D,region_22,Master's & above,m,other,2,28,3,4,0,84,0
62636,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,25,3,2,0,50,0
26115,Sales & Marketing,region_24,Master's & above,m,other,1,31,5,4,0,47,0
14535,Finance,region_7,Bachelor's,f,sourcing,1,29,3,5,0,60,0
76031,Operations,region_22,Master's & above,f,sourcing,1,54,3,19,0,60,0
69826,Sales & Marketing,region_2,Bachelor's,f,other,1,53,3,2,0,52,0
24390,Operations,region_31,Bachelor's,m,other,1,33,3,6,0,66,0
75756,Procurement,region_23,Bachelor's,m,sourcing,2,27,3,1,0,69,0
25926,Finance,region_6,Bachelor's,m,sourcing,1,27,3,4,0,59,0
20590,Legal,region_7,Bachelor's,m,other,1,40,2,10,0,57,0
8442,Procurement,region_2,Master's & above,m,sourcing,4,43,3,2,0,71,0
57710,Technology,region_2,Master's & above,m,sourcing,1,55,5,15,0,79,0
4034,Finance,region_29,Bachelor's,f,other,1,27,4,3,0,61,0
9756,Operations,region_2,Bachelor's,m,other,1,37,4,3,0,61,0
31381,Sales & Marketing,region_15,Bachelor's,m,other,1,34,3,8,0,43,0
11978,Operations,region_14,Bachelor's,f,other,1,38,2,3,0,60,0
1104,Analytics,region_22,Bachelor's,m,sourcing,3,30,5,2,0,83,0
68244,Sales & Marketing,region_26,Bachelor's,f,sourcing,2,29,4,5,0,52,0
15925,Procurement,region_2,Master's & above,m,sourcing,2,50,3,7,0,74,0
67636,Analytics,region_2,Bachelor's,m,other,1,35,3,2,0,84,0
27388,Operations,region_31,Bachelor's,f,other,1,29,1,2,0,56,0
19733,Analytics,region_2,Bachelor's,m,other,3,45,4,4,0,81,0
58904,Technology,region_26,Bachelor's,f,sourcing,1,27,3,3,0,84,0
5830,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,39,1,4,0,49,0
29823,Procurement,region_17,Bachelor's,f,other,2,30,3,6,0,67,0
23359,Technology,region_19,Bachelor's,f,other,1,30,3,2,0,78,0
44992,Sales & Marketing,region_17,Bachelor's,m,other,1,32,5,6,0,47,0
36847,Operations,region_7,Master's & above,f,sourcing,1,41,1,14,0,58,0
26101,Sales & Marketing,region_22,Bachelor's,m,other,1,35,3,10,0,53,0
6020,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,48,1,9,0,56,0
7429,Operations,region_4,Master's & above,f,other,1,35,4,7,0,55,1
14021,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,48,3,7,0,47,1
51628,Technology,region_10,Master's & above,m,other,2,34,5,10,0,82,0
43480,R&D,region_2,Master's & above,m,other,2,47,3,6,0,83,0
34685,Operations,region_14,Master's & above,f,other,1,46,3,7,0,62,0
51496,Operations,region_28,Bachelor's,m,other,1,32,4,4,0,55,0
69363,Procurement,region_2,Bachelor's,m,other,2,46,3,19,0,65,0
4605,Finance,region_2,Bachelor's,f,sourcing,1,40,3,3,0,58,0
71147,Analytics,region_22,Bachelor's,m,sourcing,1,26,4,1,0,84,1
58140,Sales & Marketing,region_7,Master's & above,m,other,1,39,1,6,0,51,0
2775,HR,region_7,Bachelor's,m,sourcing,1,31,3,3,0,49,0
68609,Procurement,region_5,Bachelor's,m,sourcing,1,30,3,5,0,64,0
77710,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,40,2,13,0,48,0
10530,Procurement,region_11,Bachelor's,m,sourcing,1,28,5,3,0,73,0
25824,Operations,region_2,Master's & above,f,other,1,37,5,10,0,57,0
12541,Sales & Marketing,region_2,Master's & above,f,other,1,51,3,19,0,46,0
69391,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,37,1,2,0,51,0
5444,Sales & Marketing,region_13,Master's & above,m,other,1,37,3,4,0,48,0
25388,Procurement,region_27,Bachelor's,m,other,3,27,3,2,0,76,0
30400,HR,region_7,Bachelor's,m,sourcing,1,50,3,5,0,47,0
1991,Operations,region_4,Master's & above,f,sourcing,1,43,5,4,0,77,1
77930,Analytics,region_32,Bachelor's,m,other,1,29,2,2,0,81,0
29441,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,3,5,0,48,0
49171,Analytics,region_11,Bachelor's,m,sourcing,3,31,3,3,0,81,0
19773,Finance,region_9,Master's & above,m,sourcing,3,32,5,6,0,61,0
35641,Analytics,region_31,Master's & above,m,other,1,33,4,6,0,79,0
37467,Procurement,region_26,Bachelor's,f,other,1,35,1,10,0,68,0
4584,Procurement,region_7,Bachelor's,f,other,1,35,3,8,0,69,0
38694,Sales & Marketing,region_12,Bachelor's,f,other,1,27,3,6,0,46,0
11031,Operations,region_2,Bachelor's,m,other,5,25,5,2,0,60,1
29391,Procurement,region_10,Master's & above,m,other,1,34,1,6,0,76,0
23685,Operations,region_7,Bachelor's,m,sourcing,1,41,4,8,0,59,0
65831,Technology,region_11,Bachelor's,m,other,1,32,3,6,0,80,0
58331,Procurement,region_23,Master's & above,m,other,1,33,3,5,0,65,0
77021,Procurement,region_2,Bachelor's,m,other,1,34,3,9,0,74,0
47120,Finance,region_2,Bachelor's,m,sourcing,1,33,5,3,1,60,0
57973,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5,7,0,48,1
54391,Procurement,region_27,Bachelor's,m,sourcing,3,29,1,3,0,73,0
64633,HR,region_31,Bachelor's,f,other,1,28,3,2,0,49,0
31069,Sales & Marketing,region_5,Bachelor's,m,other,2,34,3,7,0,48,0
41765,Procurement,region_2,Bachelor's,m,sourcing,1,30,3,3,0,99,1
23225,Sales & Marketing,region_2,Bachelor's,m,other,1,25,1,3,0,52,0
1559,Operations,region_24,Bachelor's,m,sourcing,1,31,4,4,0,56,0
61531,Analytics,region_15,Bachelor's,m,sourcing,1,29,5,6,0,86,0
56460,Procurement,region_20,Master's & above,m,other,1,38,4,7,0,73,1
54841,Finance,region_31,Bachelor's,m,other,1,27,4,3,0,56,0
51572,R&D,region_29,Bachelor's,m,sourcing,1,32,3,4,0,85,0
19080,Analytics,region_9,Bachelor's,m,other,2,28,2,3,0,84,0
54895,Sales & Marketing,region_15,Master's & above,m,other,1,40,3,5,0,50,0
16197,Operations,region_7,Bachelor's,m,other,2,30,5,8,0,60,1
55679,Operations,region_4,Master's & above,m,sourcing,1,41,4,15,0,71,1
41823,Sales & Marketing,region_5,Master's & above,m,sourcing,1,33,3,3,0,50,0
69526,Operations,region_13,Master's & above,m,other,2,42,3,7,0,65,0
26063,Operations,region_2,Bachelor's,m,sourcing,1,35,4,9,0,59,0
55695,Technology,region_31,Bachelor's,m,sourcing,1,33,3,10,0,84,0
34660,Procurement,region_22,Master's & above,f,sourcing,1,38,1,3,0,67,0
6184,Operations,region_7,Master's & above,m,sourcing,1,50,4,22,0,56,0
39988,Sales & Marketing,region_6,Bachelor's,m,other,1,30,5,5,0,48,0
